Subject,Time,MPRAGE,Rest,FieldMap,tSNR,Relative Motion Mean,Relative Motion Median,Relative Motion SD,Relative Motion Variance,Relative Motion Max,Absolute Motion Mean,Absolute Motion Median,Absolute Motion SD,Absolute Motion Variance,Absolute Motion Max,FD Mean,FD Median,FD SD,FD Variance,FD Min,FD Max
435,2,1,1,1,65.026609,0.15171665,0.1317845,0.099152319,0.009831182,0.509041,0.204231173,0.204182,0.082474321,0.006802013,0.525604,0.27308315,0.23500257,0.180807784,0.032691456,0.02529148,1.1658076
460,1,1,1,1,62.28966,0.13551724,0.135309,0.056101602,0.00314739,0.376874,0.20268555,0.1945385,0.092378944,0.008533869,0.437676,0.247189447,0.22700769,0.100279748,0.010056027,0.0805694,0.6394571
460,2,1,1,1,54.297022,0.152257279,0.134614,0.071571052,0.005122415,0.432386,0.325782806,0.255014,0.182669535,0.033368159,0.941397,0.273087382,0.2457832,0.114098832,0.013018543,0.0743356,0.6310278
463,1,1,1,1,48.676309,0.291054964,0.23156,0.316710383,0.10030546,3.48531,0.640567243,0.5103595,0.494422495,0.244453594,3.04207,0.535387337,0.414989,0.644647241,0.41557005,0.1158188,5.806444
464,1,1,1,1,50.815189,0.173810571,0.17006,0.070040636,0.004905691,0.401948,0.742348909,0.7104295,0.428460717,0.183578581,1.48433,0.314080894,0.2917896,0.137969181,0.019035494,0.0851191,0.80534
464,2,1,1,1,72.722497,0.103161536,0.109708,0.040044893,0.001603593,0.207607,0.231269032,0.219079,0.11339663,0.012858796,0.435283,0.194889307,0.1981057,0.073236167,0.005363536,0.0461439,0.36499862
470,1,1,1,1,50.383761,0.248084724,0.216892,0.128526121,0.016518964,0.768459,0.315866172,0.2971855,0.132289037,0.017500388,0.853787,0.437521279,0.3851134,0.21662873,0.046928007,0.0843717,1.32432344
470,2,1,1,0,47.704739,0.432596236,0.413744,0.262911886,0.069122657,1.03347,0.388937414,0.4059275,0.181109145,0.032800522,0.749182,0.714791596,0.70809519,0.391377807,0.153176591,0.122078,1.6119614
486,1,1,1,1,51.658195,0.154068634,0.1397955,0.085352346,0.007285023,0.408525,0.371410161,0.3356615,0.215398699,0.046396598,1.07967,0.270952672,0.2491449,0.14398095,0.020730516,0.0146748,0.6862735
493,1,1,1,1,63.69764,0.109630309,0.1077175,0.05152382,0.002654704,0.292301,0.30584386,0.2862445,0.177867547,0.031636864,0.836804,0.174314827,0.16540547,0.076027669,0.005780207,0.0244464,0.49608489
493,2,1,1,1,65.048039,0.105699286,0.1093655,0.034481734,0.00118899,0.190345,0.303761452,0.27017,0.188064337,0.035368193,0.908343,0.167205349,0.16869351,0.047528401,0.002258949,0.0415056,0.3459175
506,1,1,1,1,34.68432,0.233131409,0.1932715,0.158336222,0.02507036,0.870515,1.676165104,1.755505,0.61392802,0.376907617,2.63827,0.481741548,0.376039,0.340158999,0.115708143,0.057717,1.965513
506,2,1,1,1,41.090448,0.250650674,0.228671,0.151440606,0.022934256,0.69219,0.584192216,0.4692715,0.379180819,0.143778086,1.89313,0.449645787,0.41322497,0.244755819,0.05990541,0.0485405,1.307062
507,1,1,1,1,67.145858,0.175682455,0.163768,0.084619887,0.007160526,0.389916,0.26378122,0.2634235,0.121847048,0.014846704,0.507064,0.30646503,0.28377113,0.138695762,0.019236516,0.0767259,0.674385
507,2,1,1,1,68.478016,0.219223127,0.2095665,0.092280291,0.008515652,0.550311,0.243779883,0.2236235,0.10919226,0.011922949,0.674639,0.388426811,0.36467559,0.159190446,0.025341598,0.06772076,0.95160435
510,1,1,1,1,53.193903,0.176634401,0.1791415,0.077011138,0.005930716,0.437,0.413333893,0.340978,0.233621791,0.054579142,0.953273,0.315184891,0.3135574,0.142974794,0.020441791,0.0726393,0.8202037
510,2,1,1,1,52.185365,0.237014979,0.2389375,0.10869164,0.011813873,0.608982,0.44403255,0.426677,0.191751078,0.036768477,1.00938,0.426452637,0.4112278,0.196305215,0.03853574,0.04526263,1.1226651
513,1,1,1,1,59.310844,0.186009243,0.1540265,0.116633154,0.013603292,0.711317,0.221548423,0.2055305,0.106038332,0.011244128,0.646351,0.342775911,0.2766766,0.227058932,0.051555756,0.09675964,1.4893598
513,2,1,1,1,40.494976,0.252595633,0.2384905,0.104642726,0.010950101,0.568326,0.841736495,0.8420235,0.28553921,0.081532635,1.41137,0.461510807,0.4322089,0.178676188,0.031925179,0.1243763,1.072179
515,1,1,1,1,73.404619,0.157130629,0.152409,0.075634114,0.005720519,0.342681,0.113391943,0.1112685,0.047018062,0.002210698,0.281722,0.226160139,0.2210629,0.086082213,0.007410147,0.0406121,0.50763889
515,2,1,1,1,68.806943,0.109663114,0.111014,0.050809171,0.002581572,0.259144,0.087117366,0.08786405,0.02755704,0.00075939,0.178673,0.17761533,0.17227324,0.082726523,0.006843677,0.02698437,0.4270781
516,1,1,1,1,43.376351,0.267228365,0.2268115,0.144089922,0.020761905,0.940058,0.559360743,0.448196,0.392336786,0.153928146,1.78578,0.450201541,0.36916988,0.248927698,0.061965,0.16852258,1.5857321
516,2,1,1,1,46.506372,0.217590794,0.197397,0.113270193,0.012830137,0.942,0.54804486,0.5029705,0.302813381,0.091695942,1.26662,0.390305847,0.3462922,0.199642837,0.039857261,0.1099559,1.5453227
541,1,1,1,1,54.064832,0.090667702,0.08828125,0.036391493,0.001324341,0.262693,0.513012171,0.570949,0.296691388,0.088025771,1.05061,0.169410661,0.148405,0.082099356,0.006740304,0.0563541,0.5413551
541,2,1,1,1,75.188821,0.084251121,0.0849514,0.035719082,0.001275853,0.316742,0.187086999,0.1612435,0.121790238,0.014832863,0.564195,0.139220163,0.1362511,0.05494979,0.003019479,0.03332513,0.55332483
545,1,1,1,1,52.223325,0.220170006,0.1970575,0.132666066,0.017600287,0.586307,0.470021307,0.4189375,0.279922962,0.078356862,1.15471,0.362832338,0.322678,0.206159651,0.0425018,0.0184814,1.0578279
545,2,1,1,1,57.642239,0.22219421,0.205187,0.133900046,0.017929221,0.852911,0.262444258,0.2501875,0.108827509,0.011843426,0.90252,0.371422708,0.3369367,0.226266399,0.051196486,0.0717178,1.3913411
550,1,1,1,1,58.618332,0.096139051,0.07925295,0.082196608,0.006756282,0.653002,0.355057657,0.371545,0.187025115,0.034978393,0.759985,0.200302556,0.1549342,0.181958735,0.033108983,0.009469,1.54193
552,1,1,1,1,61.280384,0.189940348,0.171705,0.107612804,0.011580515,0.613084,0.266102046,0.240888,0.113524757,0.012887871,0.635932,0.286809951,0.2805392,0.15711619,0.024685496,0.0598384,1.1987309
552,2,1,1,1,60.254523,0.166903242,0.162596,0.09724991,0.009457545,0.797923,0.209912404,0.1916955,0.120190091,0.014445659,1.04645,,,,,,
578,1,1,1,1,58.441598,0.100882277,0.0938741,0.046284847,0.002142287,0.290619,0.306700528,0.274697,0.150254145,0.022576306,0.615696,0.184048772,0.1739601,0.072994001,0.005328124,0.0511886,0.389801
578,2,1,1,1,63.293827,0.118129075,0.1089745,0.0614218,0.003772638,0.445137,0.270244926,0.2222755,0.162706181,0.026473302,0.708025,0.205044746,0.19243,0.096107386,0.009236629,0.0564523,0.6957615
582,1,1,1,1,66.511961,0.111293592,0.0936497,0.090133347,0.00812402,0.749721,0.307873249,0.222167,0.200810909,0.04032502,0.764742,0.201186791,0.16344805,0.184753135,0.034133721,0.0349306,1.52655983
582,2,1,1,1,67.701563,0.113630824,0.1005165,0.078121856,0.006103024,0.532369,0.29783687,0.196656,0.215497673,0.046439249,0.887673,0.218257055,0.18098466,0.17686826,0.03128238,0.0363094,1.22353967
585,1,1,1,1,60.428131,0.124923058,0.1174205,0.051351883,0.002637016,0.287956,0.412433803,0.314231,0.258135736,0.066634052,0.925002,0.225330099,0.2052345,0.097814307,0.009567639,0.067526,0.5533187
585,2,1,1,0,66.634042,0.128935754,0.13088,0.039310187,0.001545291,0.21634,0.207444295,0.198794,0.096131019,0.009241173,0.438597,0.222541466,0.2199451,0.068579063,0.004703088,0.071649,0.423332
592,1,1,1,1,54.441538,0.157674477,0.1283955,0.190609604,0.036332019,1.87964,0.355758667,0.325609,0.22023049,0.048501465,1.88846,0.285139769,0.21774702,0.280305296,0.078571066,0.0384234,2.37065468
592,2,1,1,1,45.785595,0.201050818,0.1729265,0.125667974,0.015792439,0.782669,0.893800497,0.6783135,0.581298649,0.337908089,2.13037,0.375000268,0.297283,0.258549064,0.066847615,0.05363119,1.6008924
595,1,1,1,1,46.512053,0.195398018,0.189248,0.073133573,0.005348519,0.42684,0.677565038,0.6221655,0.394286841,0.155462116,1.51162,0.372579217,0.358372,0.132808805,0.01763818,0.084428,0.8154529
595,2,1,1,1,70.017747,0.108463757,0.110391,0.072388873,0.005240148,0.390838,0.142070502,0.1329485,0.062410094,0.00389502,0.505096,0.191512302,0.18440319,0.122896604,0.015103576,0.017479,0.68334224
613,1,1,1,1,37.188986,0.31891197,0.21828,0.320542634,0.102747574,2.14444,1.12341547,0.543878,0.869753063,0.756470382,3.1846,0.571103513,0.396473,0.571463287,0.326570272,0.0143719,4.8235687
613,2,1,1,1,40.772772,0.267803401,0.2122695,0.299537092,0.089722477,3.49503,0.652525127,0.451148,0.486975223,0.237144858,2.64643,0.509961069,0.371187,0.758147299,0.574787319,0.037464,9.497353
628,1,1,1,1,48.912001,0.126999393,0.116863,0.05666215,0.003210599,0.291677,0.542605639,0.4797155,0.293489665,0.086136192,1.03073,0.228287473,0.204771,0.104939468,0.011012292,0.072738,0.607021
628,2,1,1,1,55.684706,0.122512922,0.1074475,0.110973619,0.012315144,1.19355,0.370341659,0.3715635,0.199299738,0.039720383,1.18409,0.223567531,0.1784342,0.236298934,0.055837188,0.0533304,2.5199716
772,1,1,1,1,46.506208,0.182518214,0.1672445,0.079408221,0.006305665,0.533601,0.716910779,0.5912585,0.440046847,0.193641216,1.62495,0.345196366,0.29955934,0.173370481,0.030057326,0.0775517,1.1434411
772,2,1,1,1,42.921007,0.208218127,0.1694865,0.254033297,0.064532921,2.63262,0.858422756,0.9148445,0.336324871,0.113114424,3.09677,0.359000862,0.27811849,0.429905236,0.184818506,0.0378137,4.3898603
791,1,1,1,1,53.562849,0.17394051,0.172711,0.071169555,0.005065106,0.398248,0.59149003,0.347009,0.509327233,0.259414226,1.91355,0.319400638,0.2860057,0.16242142,0.02638072,0.066144,1.023162
791,2,1,1,1,60.990945,0.149387747,0.128183,0.106548898,0.011352668,0.922295,0.384054393,0.329559,0.187714607,0.035236776,1.24056,0.308675975,0.229059,0.273934752,0.075040244,0.0721704,2.1585189
800,1,1,1,1,45.741352,0.274113744,0.1664405,0.295818716,0.087508708,1.61622,0.428901672,0.350992,0.295863599,0.087535262,1.77581,0.547117591,0.3356102,0.580582738,0.337076336,0.0429529,3.4213489
807,1,1,1,1,37.615855,0.768740177,0.5948615,0.508354604,0.258424401,2.09239,0.5926162,0.44124,0.439970791,0.193574309,1.91773,1.232859015,1.00434804,0.706683636,0.499401748,0.1866967,3.1019097
809,1,1,1,1,36.811907,0.277635843,0.2345665,0.256300092,0.065689743,3.17627,1.380819559,1.658255,0.680606902,0.463225722,2.65524,0.52874577,0.4332518,0.603990853,0.364804953,0.06688997,7.7970847
809,2,1,1,1,49.444841,0.229377061,0.2137615,0.142873943,0.020412965,0.930316,0.596127093,0.5480635,0.355526209,0.126398876,1.57543,0.391666949,0.3488084,0.270470619,0.073154353,0.055648,2.15523272
818,1,1,1,1,50.777877,0.237395376,0.22433,0.083593808,0.006987925,0.750916,0.51879257,0.471024,0.284330577,0.080843881,1.17853,0.378459752,0.3394452,0.155139565,0.024068283,0.14668084,1.618833
818,2,1,1,1,43.324054,0.33830151,0.285517,0.242576957,0.058843579,2.3365,0.654709458,0.551407,0.42087397,0.177134886,2.61352,0.577355683,0.443416,0.476924807,0.22745727,0.05737578,4.5159622
848,1,1,1,1,44.221097,0.319335639,0.2729875,0.179360226,0.032170091,0.879265,0.6916309,0.502392,0.559130788,0.312627226,2.61272,0.568291247,0.48955726,0.315876961,0.099778257,0.09597,1.96190904
848,2,1,1,1,42.528906,0.251655102,0.2081985,0.17705074,0.031346962,0.892479,0.866561055,0.8272425,0.400276899,0.160221606,1.55487,0.507967651,0.3970346,0.356122345,0.126823127,0.047075,1.7766293
852,1,1,1,1,62.380852,0.160859451,0.157963,0.076439954,0.005843067,0.414645,0.188246578,0.1513445,0.123262621,0.015193675,0.740969,0.280901313,0.26859278,0.133874223,0.017922308,0.0350933,0.7539257
852,2,1,1,1,49.248422,0.244220316,0.2065145,0.232258126,0.053943835,1.76827,1.056891918,1.107425,0.217319638,0.047227826,1.50838,0.469098449,0.3528555,0.491165698,0.24124375,0.09225761,3.64121341
853,1,1,1,1,55.705841,0.097508833,0.0652176,0.13807331,0.019064238,1.17964,0.266772628,0.1227615,0.270773828,0.073318459,1.00144,0.178565443,0.10981431,0.265923947,0.070715547,0.00887419,2.3936541
853,2,1,1,1,65.156656,0.090337798,0.0739516,0.066607572,0.004436569,0.331167,0.16963008,0.1611985,0.073906921,0.005462233,0.380813,0.139929891,0.11990312,0.095538184,0.009127544,0.02273193,0.4877969
860,1,1,1,1,41.555612,0.301618278,0.2644795,0.198292717,0.039320003,1.00096,0.897369742,0.874741,0.612670302,0.375364929,2.59724,0.535977364,0.4702651,0.332439035,0.110515714,0.035003,1.920429
860,2,1,1,1,52.184074,0.305137992,0.2841865,0.151950181,0.023088858,0.915479,0.503524244,0.283896,0.49097994,0.241061315,2.0851,0.500156581,0.46330451,0.262107223,0.068700202,0.0406326,1.934919
874,1,1,1,1,59.47755,0.10138832,0.0678713,0.168992922,0.02855861,1.25558,0.316887885,0.232815,0.275776386,0.076052621,1.92994,0.181699187,0.11198402,0.322835863,0.104222998,0.0182209,2.3719913
874,2,1,1,1,59.062206,0.107702233,0.08725855,0.084699281,0.007173968,0.640871,0.320000827,0.3090485,0.167395487,0.028021248,0.991864,0.204956144,0.16054445,0.181941718,0.033102788,0.05229219,1.256644
891,1,1,1,1,63.215815,0.181269199,0.163965,0.134731084,0.018152466,0.959176,0.182252541,0.167967,0.116004743,0.013457101,1.18606,0.288303167,0.23741061,0.261454076,0.068358235,0.0590597,1.84512438
900,1,1,1,1,55.793454,0.185353667,0.18161,0.077303909,0.005975895,0.450829,0.411463857,0.300373,0.344796151,0.118884385,1.60163,0.334723085,0.3335582,0.132244438,0.01748859,0.058609,0.8110661
900,2,1,1,1,46.543172,0.370503157,0.3013615,0.228855371,0.05237478,1.06503,0.509997725,0.505785,0.197848812,0.039144155,1.00188,0.623142719,0.531505,0.322003454,0.103686221,0.11627884,1.55962659
902,1,1,1,1,57.277676,0.195971131,0.1786505,0.101338215,0.010269434,0.859366,0.513139248,0.4761425,0.272037327,0.0740043,1.13107,0.320153266,0.2770222,0.189606965,0.035950799,0.0734038,1.6603822
902,2,1,1,1,54.830623,0.190449014,0.180834,0.081146546,0.006584762,0.541978,0.460818142,0.33909,0.373104066,0.139206648,1.99139,0.305209488,0.28898298,0.127006918,0.016130758,0.0720384,1.0275093
906,1,1,1,1,59.145675,0.160192341,0.130664,0.119486742,0.014277082,0.855173,0.40967378,0.310686,0.240621477,0.057898693,1.20779,0.278166056,0.21749333,0.213076547,0.045401614,0.06025542,1.4325915
906,2,1,1,1,55.497076,0.126676828,0.116003,0.094675586,0.008963467,0.715515,0.794617712,0.8342795,0.302453905,0.09147837,1.83553,0.239993513,0.20803,0.181645766,0.032995183,0.01889029,1.2940797
909,1,1,1,1,54.607537,0.174129739,0.09686115,0.271831304,0.073892251,2.11721,0.664108694,0.6510035,0.295952588,0.087587938,2.04355,0.370034635,0.2098095,0.615841866,0.379261196,0.0376766,4.5535936
924,1,1,1,1,55.857441,0.139260575,0.119532,0.083998404,0.007055731,0.433356,0.399342954,0.403375,0.202769071,0.041115299,0.751494,0.28094995,0.2251055,0.179170698,0.032102142,0.026534,0.9291225
924,2,1,1,1,41.745048,0.291063428,0.247115,0.176636115,0.031200316,1.14996,1.126236081,1.12765,0.539039373,0.290563464,2.37727,0.54802078,0.492149,0.292190909,0.085375533,0.071248,1.77331041
926,1,1,1,1,66.695697,0.198240921,0.194539,0.065823093,0.004332679,0.329293,0.214256674,0.2040825,0.076753311,0.00589107,0.423903,0.314323843,0.31173093,0.091323838,0.008340044,0.1434443,0.55154406
928,1,1,1,1,46.307907,0.240502372,0.224538,0.126213878,0.015929943,0.98808,0.763658285,0.567704,0.45884648,0.210540086,1.70889,0.472118825,0.4279541,0.258605272,0.066876687,0.04719937,2.2906883
928,2,1,1,1,55.078579,0.199941546,0.183414,0.10056328,0.010112973,0.597834,0.343701184,0.280824,0.226191491,0.051162593,1.16784,0.357604653,0.3272414,0.181009322,0.032764375,0.0548724,1.0628755
931,1,1,1,1,62.734385,0.133056596,0.12271,0.081985489,0.006721621,0.561904,0.315490842,0.3048105,0.146968976,0.021599878,0.761162,0.219939008,0.2009802,0.132367149,0.017521061,0.04040104,0.90990701
931,2,1,1,0,63.583057,0.130544156,0.115964,0.081908323,0.006708973,0.62469,0.292161971,0.2890335,0.158221796,0.025034139,1.23396,,,,,,
932,1,1,1,1,58.195029,0.095108427,0.08509685,0.060624667,0.00367535,0.376341,0.338203937,0.201122,0.272703886,0.074367411,0.923371,0.151567101,0.1330596,0.088929415,0.007908441,0.01988128,0.5584451
932,2,1,1,1,52.020741,0.140873656,0.125617,0.082077593,0.006736731,0.57975,0.43511641,0.325949,0.309321374,0.095679715,1.37834,0.249899715,0.210976,0.155662104,0.024230689,0.025197,1.2980935
947,1,1,1,1,69.865484,0.130412519,0.1201655,0.062441528,0.003898944,0.348354,0.271870643,0.26012,0.087380148,0.00763529,0.579646,0.227352127,0.2019003,0.113352828,0.012848863,0.0530029,0.66775628
947,2,1,1,1,67.125545,0.126730621,0.1131295,0.072026536,0.005187822,0.471922,0.20048286,0.184095,0.095247984,0.009072179,0.511724,0.215899676,0.1971498,0.126598299,0.01602713,0.0199322,0.88553685
965,1,1,1,1,53.474574,0.140859649,0.138807,0.062615871,0.003920747,0.340626,0.397219926,0.2919545,0.306619555,0.094015554,1.4211,0.246320456,0.24154802,0.105015121,0.011028176,0.06641932,0.7091162
965,2,1,1,1,48.175214,0.209789783,0.196318,0.093309708,0.008706701,0.596752,0.64478296,0.3401375,0.5728423,0.328148276,2.12207,0.367178559,0.3393565,0.171959445,0.029570052,0.09619,1.021091
967,1,1,1,1,69.316626,0.102593467,0.102779,0.043092467,0.001856961,0.325104,0.1810368,0.188195,0.075522639,0.005703669,0.405485,0.18629992,0.1764949,0.071601145,0.005126724,0.06008663,0.5688836
967,2,1,1,1,77.097638,0.0937877,0.0886624,0.050612148,0.00256159,0.483014,0.163982406,0.155386,0.096209429,0.009256254,0.617794,0.178520009,0.1595076,0.090803035,0.008245192,0.0482023,0.7492489
971,1,1,1,1,61.384382,0.244162515,0.231005,0.096940756,0.00939751,0.658746,0.282367021,0.27155,0.125070855,0.015642717,0.636587,0.40621683,0.38752485,0.155368224,0.024139285,0.09779709,1.1078822
971,2,1,1,1,64.837174,0.209754452,0.1951025,0.114759073,0.013169645,0.56804,0.220974982,0.2197735,0.105932854,0.01122177,0.542471,0.341308117,0.31810091,0.184506327,0.034042586,0.0229417,1.0141394
973,1,1,1,1,62.157309,0.109076954,0.1046235,0.061015777,0.003722925,0.346721,0.209257811,0.1664485,0.136615768,0.018663866,0.652091,0.195088312,0.17494882,0.115024269,0.013230582,0.0198921,0.8105196
973,2,1,1,1,66.844599,0.102543429,0.08971375,0.055500161,0.003080268,0.239272,0.243807808,0.2566925,0.073477238,0.005398904,0.425872,0.158576474,0.13920482,0.076885737,0.005911417,0.0200413,0.35974075
980,1,1,1,1,52.389612,0.126377717,0.09435165,0.104906932,0.011005464,0.713329,0.335394114,0.2000185,0.294709921,0.086853936,1.22095,0.237042665,0.172459,0.203320205,0.041339103,0.0402647,1.35072149
980,2,1,1,1,66.14149,0.093304716,0.08106165,0.058546253,0.003427664,0.478639,0.319306135,0.37452,0.172812939,0.029864309,0.625477,0.16353406,0.1408451,0.10247238,0.010500589,0.0502254,0.848859
983,1,1,1,1,58.683232,0.241254538,0.225532,0.10228885,0.010463009,0.522989,0.288397729,0.289833,0.141515285,0.020026578,0.621096,0.391391784,0.37786322,0.154322445,0.023815416,0.08376371,0.8809166
983,2,1,1,1,49.544906,0.168075413,0.142339,0.112676859,0.012696075,0.984738,0.462703705,0.4254345,0.19091472,0.03644843,1.18971,0.274350107,0.2285113,0.17498377,0.03061932,0.0609559,1.36785348
993,1,1,1,1,53.96124,0.11971838,0.114416,0.09839873,0.009682311,1.27104,0.546191633,0.5264205,0.332901269,0.110823251,1.47358,0.208900586,0.196184,0.210727721,0.044406172,0.03053291,2.81190754
993,2,1,1,1,44.45425,0.121458858,0.09271205,0.21533598,0.046369586,2.69719,1.197856426,1.105725,0.68882221,0.474476069,3.01627,0.245314032,0.171667,0.548340261,0.300677061,0.0407146,6.925381
1094,1,1,1,1,59.047783,0.171039775,0.17115,0.085711032,0.007346381,0.499639,0.458636314,0.3494855,0.256406784,0.065744445,1.20938,0.291717261,0.2778963,0.139026418,0.019328346,0.06725398,0.87849032
1094,2,1,1,1,49.97695,0.168156311,0.1380345,0.147574618,0.021778269,1.40849,0.830152988,0.380459,0.818552911,0.670028865,2.49996,0.330203503,0.25963141,0.288270891,0.08310011,0.04088,2.7902817
1148,1,1,1,1,38.534669,0.396144092,0.395199,0.193757236,0.037541866,1.00035,1.113113761,0.708461,0.911858261,0.83148551,3.8063,0.706526935,0.7063212,0.325098395,0.105688959,0.089929,1.6927342
1154,1,1,1,1,53.273908,0.16674298,0.1444445,0.099545226,0.009909253,0.47404,0.19519195,0.1699175,0.106188357,0.011275967,0.566202,0.27793166,0.23331417,0.161771163,0.026169911,0.03177351,0.7371427
1154,2,1,1,1,51.857567,0.16996634,0.102014,0.234128579,0.054816194,1.93161,0.420700163,0.4188975,0.242696524,0.058901601,2.57253,0.290474355,0.1879635,0.381454945,0.145507872,0.008994,2.89527233
1159,1,1,1,1,54.784503,0.196329102,0.1969935,0.101311646,0.010264049,0.51936,0.349923998,0.3468965,0.140222818,0.01966244,0.725095,0.365095586,0.37165432,0.18638505,0.034739386,0.0616023,1.0367205
1164,1,1,1,1,42.575735,0.270862669,0.221875,0.202922329,0.04117747,1.38539,0.751276255,0.6991385,0.482926428,0.233217925,2.31079,0.506399572,0.409366,0.38262105,0.146398857,0.0945534,2.5048677
1169,1,1,1,1,66.200616,0.078828931,0.0694731,0.055270642,0.003054844,0.500577,0.308281243,0.2735395,0.185391262,0.034369919,0.738839,0.131969541,0.11782713,0.092502683,0.008556746,0.03714506,0.9667248
1173,1,1,1,1,57.922416,0.157721356,0.1491775,0.085829429,0.007366691,0.452052,0.348243386,0.278917,0.220002651,0.048401169,0.919969,0.263364106,0.2497921,0.133807063,0.01790433,0.0511825,0.7745924
1173,2,1,1,1,67.996727,0.149494588,0.1419115,0.077025197,0.005932881,0.351885,0.345307797,0.3647345,0.131961435,0.017413821,0.694301,0.254746437,0.23964916,0.118333273,0.014002763,0.0735672,0.6145689
1175,1,1,1,1,50.619996,0.152955949,0.116966,0.15624848,0.024413586,1.24777,0.81208837,0.475182,0.610911131,0.373212397,1.73704,0.310904592,0.2205208,0.362975836,0.131751463,0.070846,2.7403517
1175,2,1,1,1,50.72658,0.179130897,0.1341895,0.14945966,0.022338191,1.21191,0.6219455,0.5653125,0.351361811,0.12345513,1.40629,0.403256536,0.2929375,0.337849051,0.114141986,0.0489258,2.754367
1187,1,1,1,1,53.734561,0.183951125,0.1681235,0.168699935,0.028459668,1.58871,0.340439171,0.2940865,0.186300337,0.034707818,1.5604,0.310429364,0.271817,0.29887718,0.089327566,0.0376442,3.0909877
1187,2,1,1,1,56.216862,0.173631981,0.1740195,0.067269683,0.00452521,0.318131,0.411530435,0.3899885,0.203876138,0.041565478,0.769078,0.309873819,0.318988,0.094831638,0.008993039,0.0868645,0.5938578
1188,1,1,1,1,71.949402,0.113638885,0.1000853,0.065930501,0.004346831,0.372729,0.11423061,0.1071855,0.046443816,0.002157028,0.273542,0.183909431,0.1603149,0.100853607,0.01017145,0.01158126,0.5821063
1188,2,1,1,1,66.685406,0.118032679,0.09305175,0.09369038,0.008777888,0.495819,0.210894182,0.2056365,0.061213423,0.003747083,0.416276,0.206647605,0.1668148,0.157568067,0.024827696,0.0085013,0.82141678
1193,1,1,1,1,34.644769,0.372036248,0.3185415,0.266985774,0.071281403,1.69993,2.393850327,2.80966,1.136535883,1.291713834,3.8132,0.841141999,0.69062613,0.633845866,0.401760578,0.0672794,3.93600639
1195,1,1,1,1,50.217038,0.192314565,0.1921265,0.088738196,0.007874467,0.611235,0.752217174,0.734813,0.318107098,0.101192117,1.42271,0.421717882,0.4168274,0.196626469,0.038661968,0.0560661,1.2137699
1195,2,1,1,1,57.614929,0.138285518,0.1256385,0.066344738,0.004401625,0.41068,0.422647864,0.413014,0.190951943,0.036462642,1.16518,0.295036584,0.265675,0.138098031,0.019071065,0.0385921,0.7300848
1213,1,1,1,1,59.656914,0.128943488,0.1019495,0.105992466,0.011234403,0.737499,0.505798697,0.3719935,0.40003109,0.160024881,1.37736,0.254371047,0.20060776,0.196221232,0.038502771,0.04389152,1.2515351
1213,2,1,1,1,75.48773,0.075626627,0.06133495,0.04586494,0.002103593,0.259061,0.217639521,0.2201195,0.129307792,0.016720505,0.473686,0.152834207,0.12029658,0.095063947,0.009037154,0.03370077,0.58129393
