Subject,Time,MPRAGE,Rest,FieldMap,tSNR,Relative Motion Mean,Relative Motion Median,Relative Motion SD,Relative Motion Variance,Relative Motion Max,Absolute Motion Mean,Absolute Motion Median,Absolute Motion SD,Absolute Motion Variance,Absolute Motion Max,FD Mean,FD Median,FD SD,FD Variance,FD Min,FD Max
1215,1,1,1,1,51.909283,0.181042612,0.180054,0.081695497,0.006674155,0.417442,0.597024918,0.563114,0.457638443,0.209432945,1.75275,0.310427845,0.28596887,0.133083358,0.017711179,0.071014,0.7637748
1215,2,1,1,1,52.527148,0.210458666,0.2043885,0.100546308,0.010109561,0.519684,0.559165001,0.5301635,0.269613862,0.072691642,1.51265,0.410292804,0.3743299,0.195704952,0.038300429,0.10642718,1.170155
1219,1,1,1,1,57.761044,0.198552519,0.1984325,0.12541914,0.015729962,0.655429,0.428164363,0.4076755,0.212161615,0.045012549,1.02653,0.310470074,0.3120921,0.168301031,0.028325235,0.0435349,0.84117273
1219,2,1,1,1,55.723903,0.205085799,0.182697,0.096665457,0.00934421,0.485204,0.487834007,0.2862655,0.419893801,0.176310807,1.6016,0.367078185,0.34002928,0.167442963,0.028037146,0.05645953,0.9375939
1221,1,1,1,1,72.860875,0.103059337,0.0917189,0.057628267,0.003321017,0.390277,0.177847907,0.17166,0.077023223,0.005932577,0.596213,0.18756564,0.15687649,0.115335919,0.013302374,0.06266943,0.8282588
1233,1,1,1,1,55.755125,0.137654617,0.124041,0.083328515,0.006943642,0.444608,0.469296336,0.4808045,0.286043793,0.081821054,1.07513,0.260886818,0.244804,0.144278616,0.020816321,0.028816,0.7235933
1233,2,1,1,1,69.402243,0.127346292,0.1255025,0.04929284,0.002429784,0.232272,0.251785815,0.221647,0.13344489,0.01780754,0.652172,0.217101112,0.21372,0.072895311,0.005313727,0.0632385,0.4265
1240,1,1,1,1,47.152544,0.184882,0.1720685,0.097083591,0.009425224,0.539981,0.440441042,0.294471,0.369030476,0.1361835,2.01341,0.366519958,0.33311302,0.200348988,0.040139716,0.0437148,1.1377996
1240,2,1,1,1,40.545131,0.230358541,0.161048,0.29148078,0.084961049,2.24089,0.885988355,0.489738,0.812837243,0.660704374,3.07577,0.467432499,0.3420898,0.509857178,0.259954363,0.0884447,4.531648
1245,1,1,1,1,71.689824,0.154876143,0.161412,0.071695365,0.005140226,0.288954,0.253551811,0.2304145,0.141866699,0.02012616,0.590193,0.24176392,0.25516461,0.105192885,0.011065544,0.0276343,0.4572348
1245,2,1,1,1,58.595369,0.236051604,0.2257005,0.123922043,0.015356673,0.498961,0.369858295,0.380671,0.149962112,0.022488637,0.727398,0.377384931,0.37273748,0.189903691,0.036063414,0.0664872,0.8541482
1246,1,1,1,1,35.926621,0.305149287,0.2175135,0.338361442,0.114488468,2.76795,1.024446607,1.03619,0.365749896,0.133772984,2.2669,0.578675866,0.4191844,0.563374996,0.317391366,0.0205464,3.9032671
1248,1,1,1,1,47.798359,0.128531307,0.1142625,0.068664402,0.0047148,0.377152,0.700644553,0.6911225,0.369094461,0.136230722,1.47864,0.229852051,0.20041085,0.119879141,0.014371009,0.05892723,0.8275748
1248,2,1,1,1,47.984603,0.152231827,0.135819,0.103919953,0.010799357,0.692302,0.815328538,0.9118245,0.332747579,0.110720955,1.34576,0.308499694,0.24667,0.245874494,0.060454268,0.044504,1.7839492
1257,1,1,1,1,57.788655,0.145683035,0.1249575,0.089564182,0.008021742,0.602505,0.389308333,0.2683695,0.310029417,0.096118242,1.29121,0.261123449,0.23155074,0.150696918,0.02270956,0.04419785,1.18765663
1270,1,1,1,1,53.324426,0.402856499,0.3714765,0.215800598,0.046569899,1.0302,0.336627722,0.290293,0.172052458,0.029602051,0.821698,0.650807977,0.58191415,0.317087084,0.100544222,0.04655889,1.5780264
1288,1,1,1,1,52.176566,0.189583212,0.167696,0.109500617,0.011990385,0.610662,0.324110657,0.2842695,0.187470272,0.035145104,1.05894,0.327178061,0.28266422,0.195053965,0.038046047,0.05582918,1.2596617
1288,2,1,1,1,48.505796,0.174597919,0.1475415,0.112057664,0.012556921,0.706653,0.456011444,0.30201,0.400095791,0.160076633,1.71034,0.309250683,0.25610035,0.193863526,0.037583064,0.035222,1.15437163
1290,1,1,1,1,43.293685,0.207249403,0.2089425,0.06530796,0.00426513,0.484711,1.00380373,0.7248455,0.73205483,0.535904288,2.24528,0.328503877,0.3158076,0.11560192,0.013363804,0.0712687,0.9153916
1290,2,1,1,0,54.949523,0.181975812,0.1816635,0.062941834,0.003961675,0.340814,0.479612768,0.486913,0.228378683,0.052156821,0.919018,0.28377381,0.2707819,0.100573175,0.010114964,0.07851611,0.6106524
1293,1,1,1,1,47.931188,0.118118882,0.0851842,0.093486823,0.008739786,0.386499,1.289706469,0.7851235,1.046378732,1.094908357,3.229,0.210750148,0.1593706,0.166561648,0.027742783,0.018662,0.960875
1293,2,1,1,0,51.517368,0.131694406,0.1085945,0.098322675,0.009667348,0.513801,0.656876564,0.5669435,0.531427681,0.28241539,2.44999,0.266106158,0.21153895,0.185016409,0.03423107,0.030224,0.955525
1299,1,1,1,1,56.474347,0.245367587,0.2256825,0.120493867,0.014518771,0.619196,0.320491582,0.254965,0.358364493,0.128425106,2.65257,0.427419901,0.3860145,0.21369645,0.045666173,0.05870353,1.1569678
1299,2,1,1,1,46.842047,0.25759998,0.252048,0.125496119,0.015749278,0.662889,1.256266117,0.828225,0.953911126,0.909946382,3.99195,0.503115773,0.47959127,0.243618786,0.059350111,0.082859,1.38781064
1302,1,1,1,1,60.692294,0.187285826,0.154902,0.134383991,0.018059058,0.761199,0.305394918,0.2613,0.151279449,0.022885472,0.649479,0.347889662,0.2922817,0.240021124,0.057610143,0.0312351,1.3262473
1302,2,1,1,1,56.905716,0.17778179,0.162351,0.100574613,0.010115253,0.563313,0.368891388,0.280761,0.241103366,0.058130831,1.05251,0.359360307,0.3343611,0.195871294,0.038365562,0.061769,1.1467682
1303,1,1,1,1,46.587031,0.183087215,0.1456565,0.164882854,0.027186355,1.02771,0.479002267,0.498218,0.193962589,0.037621483,1.18646,0.32484743,0.250687,0.277372241,0.076935358,0.04371,1.8294187
1303,2,1,1,1,67.227752,0.100854129,0.0929663,0.062258333,0.0038761,0.407028,0.163089558,0.152032,0.084731601,0.007179444,0.459794,0.162775218,0.14307245,0.097442567,0.009495053,0.03310616,0.6857706
1306,1,1,1,1,47.568987,0.27221778,0.256271,0.132233813,0.017485783,0.662778,0.769671321,0.7706075,0.374774694,0.140456066,1.84424,0.497148782,0.4779525,0.23600848,0.055700004,0.083441,1.1978246
1306,2,1,1,1,49.752236,0.250329077,0.2258895,0.154473111,0.023861943,1.04337,0.552180171,0.540234,0.301007807,0.090605706,1.61088,0.438303351,0.3837319,0.254118741,0.064576335,0.0812151,1.631689
1313,1,1,1,1,38.288771,0.427843571,0.401487,0.243075386,0.059085641,1.39852,0.81650281,0.7042155,0.498588383,0.24859038,2.36983,0.691353679,0.6426896,0.380636305,0.14488399,0.0574135,2.9611651
1319,1,1,1,1,41.019307,0.388093233,0.3266385,0.214726314,0.046107393,1.47573,0.638637662,0.530746,0.424771577,0.180430904,2.57955,0.705763638,0.6012571,0.435118467,0.189328089,0.26085834,3.544348
1319,2,1,1,1,31.479266,0.51543051,0.4126935,0.356563598,0.127137601,2.56081,2.952173948,3.467925,1.402132511,1.965975642,5.347,1.028139949,0.80240242,0.77426827,0.599491358,0.3266194,5.358493
1322,1,1,1,1,49.963882,0.378476262,0.2899735,0.398609489,0.158889532,2.66714,0.460249066,0.404466,0.32656467,0.106644481,2.09736,0.684850574,0.4671557,0.763446093,0.58284992,0.0273638,5.1992301
1322,2,1,1,1,55.988723,0.22092396,0.185405,0.176420853,0.031124316,1.52235,0.374124557,0.3017295,0.240631238,0.057903394,2.11103,0.397828013,0.32136065,0.369143039,0.136266574,0.09186692,3.0598221
1330,1,1,1,1,60.070192,0.182759374,0.151777,0.127588913,0.01627893,0.621818,0.240226105,0.2117525,0.13897042,0.019312777,0.623087,0.318971753,0.2797428,0.203204155,0.04129193,0.0410522,1.15279856
1330,2,1,1,1,52.367385,0.245728448,0.2094315,0.167112529,0.027926598,0.98101,0.481287807,0.3850485,0.344225913,0.118491471,1.50561,0.426392615,0.38673876,0.257724673,0.066422008,0.04813229,1.48384862
1342,1,1,1,1,47.160743,0.226636648,0.1901575,0.132420212,0.017535111,0.691023,0.902906656,0.8363235,0.472616851,0.223366693,1.96249,0.42588976,0.3248934,0.290198982,0.084215447,0.0717281,1.49946745
1342,2,1,1,0,54.932088,0.214174315,0.1931445,0.107942536,0.011651591,0.684369,0.632332444,0.587796,0.340989649,0.116273947,1.38791,0.398474157,0.3360709,0.231223375,0.053464249,0.0950132,1.4079758
1356,1,1,1,1,48.0468,0.465643913,0.45999,0.277894914,0.077225581,2.23443,0.458838224,0.3926685,0.297445118,0.088473596,2.74623,0.764045477,0.7229398,0.476350039,0.226909354,0.08237385,4.6909313
1356,2,1,1,1,54.267466,0.354607254,0.331721,0.173014283,0.029933941,0.722326,0.393305719,0.3567895,0.228137136,0.052046552,1.03592,0.561423719,0.52137286,0.245441392,0.060241479,0.11715,1.1087473
1366,1,1,1,1,72.921,0.102547221,0.09656355,0.065391287,0.00427602,0.352683,0.496504813,0.510132,0.122572996,0.015024139,0.806141,0.195584223,0.18406115,0.122170053,0.014925523,0.014977,0.6126598
1366,2,1,1,1,70.916562,0.084167108,0.0727447,0.058071062,0.003372248,0.352741,0.162112772,0.1479775,0.094018869,0.008839548,0.476299,0.152401119,0.1333949,0.099605724,0.0099213,0.0086034,0.5616661
1371,1,1,1,1,39.347022,0.258361638,0.1775985,0.25124076,0.063121915,1.46481,0.818568945,0.669977,0.458267152,0.210008785,2.22427,0.446611553,0.2907032,0.448938966,0.201546207,0.039131,2.9281184
1371,2,1,1,1,55.000721,0.220808834,0.1891755,0.128824815,0.016595835,0.731468,0.499866158,0.4396755,0.2795825,0.078166373,1.56729,0.359888971,0.31558637,0.189912468,0.036066748,0.057661,1.13727428
1374,1,1,1,1,56.131886,0.120494395,0.106398,0.071172431,0.005065515,0.338358,0.475842893,0.3383585,0.32134214,0.10326077,1.25748,0.223658934,0.2063563,0.116685644,0.013615539,0.0472985,0.6438814
1374,2,1,1,1,51.668921,0.14933148,0.138303,0.087428994,0.00764383,0.519987,0.461461544,0.4996705,0.226514086,0.051308632,0.976416,0.279250324,0.2419796,0.156052008,0.024352228,0.0354872,0.8207205
1375,1,1,1,1,60.546179,0.094958954,0.0865787,0.064286172,0.004132712,0.584477,0.363776773,0.216423,0.313610077,0.098351285,1.48434,0.174564138,0.1622368,0.112215571,0.012592334,0.0340947,0.968851
1375,2,1,1,1,64.41907,0.10817799,0.104086,0.05335122,0.002846353,0.360337,0.265938759,0.234552,0.154768765,0.023953371,0.791116,0.191583693,0.1869932,0.086941771,0.007558871,0.0212425,0.4926212
1380,1,1,1,1,41.805228,0.222324789,0.20067,0.137610108,0.018936543,1.18803,1.051611423,0.879139,0.607081592,0.368548065,2.21825,0.441593111,0.39651,0.277837723,0.077193797,0.07039174,2.007809
1380,2,1,1,1,50.780469,0.2567707,0.2507505,0.136999696,0.018768918,0.883435,0.479229391,0.363784,0.303617299,0.092183471,1.54025,0.505345285,0.4726933,0.292635858,0.085635744,0.093402,2.2677437
1381,1,1,1,1,63.45068,0.190385133,0.186041,0.046728685,0.00218357,0.413281,0.296802849,0.2744575,0.142928988,0.020428697,0.707274,0.310894847,0.28569383,0.091580592,0.008387005,0.1174209,0.64593765
1381,2,1,1,1,77.068544,0.104444258,0.0992356,0.029339034,0.000860779,0.219829,0.148433238,0.1527705,0.060021792,0.003602615,0.287714,0.1637467,0.15369728,0.058129139,0.003378997,0.07736107,0.6286365
1382,1,1,1,1,42.847579,0.202922016,0.08607305,0.389087409,0.151389018,3.04185,0.902810097,0.504843,0.812365234,0.659937263,4.00082,0.353451252,0.1569855,0.599359751,0.359232128,0.015656,4.2565234
1382,2,1,1,1,70.746062,0.095612846,0.08600095,0.070299007,0.004941951,0.776074,0.178303406,0.1353535,0.126013175,0.01587932,0.51387,0.175758943,0.15336767,0.141675785,0.02007203,0.0460466,1.5508057
1386,1,1,1,1,60.712469,0.172544882,0.1325975,0.166898906,0.027855244,1.24108,0.740448415,0.5297785,0.443463296,0.196659684,2.71954,0.310974032,0.2266382,0.295182258,0.087132573,0.03625193,2.0387
1386,2,1,1,1,64.775546,0.175748035,0.1574585,0.089038387,0.007927835,0.459442,0.501826644,0.463375,0.3043001,0.092598543,1.16399,0.318020314,0.28750584,0.155640244,0.024223886,0.0416312,0.8921904
1393,1,1,1,1,47.143224,0.291667044,0.268905,0.165361375,0.027344385,1.33654,0.479659855,0.4731825,0.171933711,0.029561201,1.12099,0.535335779,0.4767769,0.358444363,0.128482357,0.051509,2.87176063
1396,1,1,1,1,58.402926,0.1657888,0.159328,0.102140576,0.010432698,0.61079,0.288626909,0.2875915,0.135347456,0.018318934,0.649025,0.292143971,0.27066223,0.179507762,0.032223035,0.04480644,1.05488382
1396,2,1,1,0,63.942723,0.145813033,0.1373565,0.080749273,0.006520445,0.53171,0.219247267,0.203772,0.109134994,0.011910447,0.570573,0.249222353,0.2418853,0.136175439,0.01854375,0.0315174,0.8991021
1402,1,1,1,1,56.572272,0.208469644,0.217671,0.089327492,0.0079794,0.404539,0.263953775,0.187612,0.204435676,0.041793946,1.29325,0.352241248,0.3500882,0.148288086,0.021989355,0.0716665,0.7223847
1402,2,1,1,1,54.170554,0.252827317,0.249403,0.102455914,0.010497214,0.50558,0.431299418,0.308586,0.293395787,0.08608108,1.22822,0.516572595,0.4853674,0.2116898,0.044812571,0.1587439,1.003174
1407,1,1,1,1,52.956991,0.265844256,0.2483035,0.142731234,0.020372206,0.688025,0.463724971,0.461177,0.187847883,0.035286825,1.00208,0.490774602,0.451972,0.2410869,0.058122892,0.09622368,1.209502
1407,2,1,1,1,43.844659,0.397311985,0.3660385,0.235453397,0.055438302,1.23044,0.823419869,0.7348395,0.443633795,0.196810931,2.00435,0.748971343,0.712929,0.410621911,0.168610349,0.0789299,2.2057991
1408,1,1,1,1,77.999487,0.108452439,0.108633,0.049383745,0.002438754,0.220248,0.181291074,0.183189,0.083352983,0.00694772,0.352907,0.158489928,0.1535551,0.055422626,0.003071667,0.02900982,0.28120091
1408,2,1,1,1,81.683802,0.108054288,0.109639,0.052056883,0.002709919,0.230541,0.192549944,0.1671395,0.109677576,0.012029171,0.434314,0.154057935,0.1542833,0.057996772,0.003363625,0.00625613,0.305186
1411,1,1,1,1,61.545112,0.132902637,0.1247845,0.088240229,0.007786338,0.780251,0.253324926,0.253525,0.108775005,0.011832002,0.57421,0.219975963,0.1920358,0.151308447,0.022894245,0.051784,1.3067682
1411,2,1,1,1,70.111283,0.154380336,0.144804,0.081308171,0.006611019,0.544251,0.157545626,0.151071,0.077007018,0.005930081,0.587481,0.242313489,0.2144708,0.137384057,0.018874379,0.04703326,0.98313607
1412,1,1,1,1,32.961579,0.964123309,0.737903,0.733365655,0.537825227,3.76864,1.254633546,1.19727,0.630010664,0.396913409,3.16768,1.540195227,1.165561,1.111407995,1.235227823,0.309334,6.0168157
1412,2,1,1,1,37.208028,0.499468744,0.4513765,0.218685359,0.047823288,1.41189,1.087544441,0.927181,0.628690362,0.395251542,2.95366,0.819310009,0.757385,0.331126451,0.109644726,0.2814705,2.148253
1413,1,1,1,1,56.967178,0.202783793,0.158365,0.175390974,0.030761994,1.24154,0.350203097,0.3440375,0.168937534,0.028539889,1.11419,0.387037575,0.2813672,0.338473767,0.114564493,0.03009675,2.35847511
1413,2,1,1,1,52.296909,0.225122064,0.181429,0.223550066,0.049974632,2.00157,0.44479388,0.403661,0.202270359,0.040913299,1.55055,0.405689269,0.30966905,0.389118463,0.151413172,0.0768494,3.43457796
1419,1,1,1,1,67.334161,0.162073672,0.162144,0.069729686,0.004862229,0.443158,0.237496868,0.22303,0.101125017,0.010226268,0.58606,0.261959702,0.255708,0.101983204,0.010400574,0.08059199,0.73289584
1419,2,1,1,1,58.901228,0.185550272,0.173274,0.12596935,0.015868276,1.148,0.364353448,0.3453875,0.207474947,0.043045856,1.09375,0.302199543,0.2840525,0.212179944,0.045020327,0.05158106,2.04990532
1425,1,1,1,1,61.25679,0.235187262,0.237436,0.139791101,0.01954155,0.822394,0.457673222,0.439648,0.194610134,0.037873104,0.932537,0.407133341,0.401228,0.252616197,0.063814938,0.0425934,1.57262134
1425,2,1,1,1,67.64148,0.170060113,0.153242,0.102151074,0.010434842,0.6333,0.246669605,0.227596,0.116418548,0.013553278,0.501129,0.292638183,0.2710746,0.169742256,0.028812435,0.0243112,1.0620859
1427,1,1,1,1,58.608771,0.149128526,0.141224,0.077102028,0.005944722,0.51517,0.387316287,0.394053,0.102947928,0.010598276,0.62551,0.24239558,0.22575805,0.119067721,0.014177122,0.0491742,0.70434071
1427,2,1,1,1,68.384308,0.094066694,0.09176235,0.045878064,0.002104797,0.235293,0.348946214,0.270297,0.240775034,0.057972617,0.903614,0.163032919,0.15578,0.076348349,0.005829071,0.02410126,0.4601833
1430,1,1,1,1,64.557197,0.213906273,0.174314,0.174812436,0.030559387,1.06846,0.300164461,0.236439,0.169701427,0.028798575,0.82273,0.357290357,0.28326793,0.32765767,0.107359551,0.01049973,2.33956
1430,2,1,1,1,55.211719,0.251185447,0.1724755,0.235494018,0.055457432,1.58678,0.310980767,0.2620325,0.196689412,0.038686726,1.03175,0.434129864,0.3001212,0.414686143,0.171964586,0.023212,3.2299807
1446,1,1,1,1,66.956946,0.100135393,0.0966015,0.047401093,0.002246864,0.289901,0.268134743,0.1958985,0.201454118,0.040583763,0.836283,0.162290603,0.1610031,0.065696523,0.004316033,0.03904428,0.40829551
1446,2,1,1,1,71.442759,0.130208209,0.1264715,0.047788236,0.002283715,0.223563,0.156856298,0.132137,0.085736088,0.007350677,0.46605,0.217332184,0.21521365,0.066544212,0.004428132,0.06378299,0.40460287
1448,1,1,1,1,52.750207,0.103773892,0.0880017,0.076786488,0.005896165,0.479845,0.546918809,0.5778015,0.229972228,0.052887227,1.02622,0.206114843,0.1677694,0.147620782,0.021791896,0.0177356,0.9054508
1448,2,1,1,1,0.397079,0.027385924,0.02747265,0.017164404,0.000294617,0.0806474,0.043559648,0.0341287,0.033710942,0.001136428,0.13732,,,,,,
1450,1,1,1,1,68.66321,0.227990493,0.241275,0.081046917,0.006568603,0.373782,0.195132956,0.188945,0.085551694,0.007319092,0.522122,0.361334532,0.37015738,0.132776633,0.017629635,0.07202559,0.68292968
1450,2,1,1,0,66.95052,0.282286674,0.2911565,0.112614959,0.01268213,0.559589,0.313421577,0.321723,0.13382946,0.017910324,0.560055,0.47916621,0.5005762,0.194183573,0.037707258,0.0956413,0.96232603
1451,1,1,1,1,57.336008,0.146883875,0.123903,0.092153668,0.008492298,0.481388,0.169544265,0.156592,0.08648333,0.007479366,0.532578,0.275036991,0.2293228,0.154471099,0.023861323,0.0363372,0.8353599
1451,2,1,1,1,50.326352,0.14355363,0.117116,0.097008318,0.009410614,0.663725,0.487930208,0.313538,0.391963303,0.153635234,1.75082,0.291378051,0.24290722,0.183843657,0.03379849,0.04977169,1.2774337
31003,1,1,1,1,75.69687,0.09950415,0.09382125,0.036616564,0.001340773,0.229353,0.142636925,0.129022,0.0646495,0.004179558,0.271444,0.168493733,0.1602384,0.057264064,0.003279173,0.06752512,0.4018405
31003,2,1,1,1,75.598774,0.112480335,0.1117205,0.046201441,0.002134573,0.263512,0.244859278,0.2535905,0.139659464,0.019504767,0.656172,0.189796194,0.1813302,0.07076361,0.005007488,0.0416821,0.43798905
31011,1,1,1,1,72.372031,0.078425966,0.0739992,0.04926075,0.002426622,0.392217,0.20189108,0.191985,0.097533256,0.009512736,0.566652,0.139261693,0.1303451,0.104167618,0.010850893,0.01321,0.9172534
31011,2,1,1,1,68.861808,0.095989823,0.08472215,0.071838357,0.00516075,0.397666,0.210009679,0.1684465,0.1564302,0.024470406,1.16361,0.177778929,0.1526417,0.152482182,0.023250816,0.0147506,1.0750472
31014,1,1,1,1,62.467614,0.078472994,0.07116315,0.036659665,0.001343931,0.208053,0.375851959,0.408875,0.208815515,0.043603919,0.73261,0.154762626,0.1370847,0.069908015,0.004887131,0.02680795,0.4291464
31014,2,1,1,1,76.914145,0.064626046,0.06238395,0.028791454,0.000828948,0.164122,0.257183164,0.24725,0.116453864,0.013561502,0.504335,0.126323327,0.12380406,0.049691953,0.00246929,0.03050303,0.3490092
31015,1,1,1,1,61.170955,0.256783575,0.275903,0.093537614,0.008749285,0.498466,0.317666382,0.2646675,0.169270962,0.028652657,0.704643,0.433498114,0.45162564,0.159586117,0.025467729,0.0744684,0.82988753
31015,2,1,1,1,58.59484,0.297096521,0.3130815,0.129094303,0.016665339,0.590022,0.35621956,0.3321735,0.162553489,0.026423637,0.699541,0.484323591,0.49559839,0.185551181,0.034429241,0.10937537,0.9300202
31016,1,1,1,1,67.079349,0.072259463,0.0699849,0.030346388,0.000920903,0.18077,0.242952541,0.2413225,0.121147431,0.0146767,0.553338,0.139929339,0.1346461,0.056658011,0.00321013,0.02948096,0.38537
31016,2,1,1,1,68.793231,0.062534206,0.0598536,0.026668016,0.000711183,0.136168,0.242439657,0.232701,0.126885682,0.016099978,0.56182,0.12604101,0.1215508,0.050613597,0.002561736,0.02632096,0.2886174
31035,1,1,1,1,41.96351,0.30341956,0.281636,0.148638323,0.022093352,0.870693,0.584671736,0.494903,0.312571645,0.097701028,1.40028,0.559173644,0.536953,0.247324258,0.061169289,0.0859011,1.4536374
31035,2,1,1,1,43.558922,0.241896361,0.229786,0.126854807,0.016092142,0.769212,0.618073761,0.418664,0.467294067,0.218363747,1.45669,0.448299646,0.4015301,0.236977726,0.056158446,0.0684399,1.4996496
31040,1,1,1,1,40.85632,0.163346246,0.147533,0.085371748,0.007288335,0.513202,0.795203805,0.5396965,0.61404103,0.377046376,2.12247,0.315988988,0.28345,0.163935333,0.026874792,0.06515265,1.0660239
31040,2,1,1,1,36.451198,0.198516756,0.1763905,0.120816424,0.014596608,0.736207,1.443016887,0.9777485,0.873917222,0.76373136,2.77027,0.377175957,0.313729,0.240430459,0.057806809,0.0648095,1.6568547
31042,1,1,1,1,73.770665,0.076718956,0.07506855,0.026493758,0.000701919,0.163045,0.125956073,0.120617,0.056975763,0.003246238,0.283615,0.123955138,0.12383,0.039863061,0.001589064,0.03868473,0.25781913
31042,2,1,1,1,64.174892,0.129460827,0.1262315,0.052763227,0.002783958,0.450195,0.239542142,0.2232595,0.125282899,0.015695803,0.520286,0.201873615,0.196649,0.073960207,0.005470112,0.0755884,0.64651201
31043,1,1,1,1,48.811553,0.168964371,0.1048445,0.190125555,0.036147729,1.23971,0.308592051,0.2352735,0.253474027,0.064249076,1.35184,0.325077832,0.182114,0.4022156,0.161777392,0.05322967,2.5803096
31043,2,1,1,1,35.742601,0.345806241,0.145287,0.536670566,0.288015276,3.87379,0.886223018,0.6439355,0.879920602,0.774260283,6.81716,0.70255661,0.26604091,1.156550646,1.337609291,0.0479321,9.2301035
31053,1,1,1,1,43.132609,0.344277561,0.2983275,0.177937388,0.031661715,1.02472,0.505959392,0.4177175,0.282558411,0.079839252,1.46516,0.585714936,0.5336794,0.269747853,0.072763905,0.1353357,1.5405818
31053,2,1,1,1,42.949247,0.164501697,0.119549,0.171282038,0.029337538,1.57647,0.819301665,0.5820055,0.674538851,0.455002666,2.94935,0.319463462,0.245971,0.288837254,0.08342696,0.0625944,2.7309512
31054,1,1,1,1,65.556489,0.118388049,0.1106255,0.059538636,0.003544849,0.378908,0.156270951,0.1416015,0.074659079,0.005573979,0.501497,0.204640031,0.18016865,0.127360731,0.016220754,0.03896787,0.8839004
31054,2,1,1,1,44.737184,0.135699213,0.12175,0.093883961,0.008814198,0.570356,0.611939669,0.562397,0.246535346,0.060779676,1.17556,0.276184499,0.233165,0.210326552,0.044237256,0.0327304,1.3585
31060,1,1,1,1,60.640524,0.173395872,0.16817,0.094930284,0.009011758,0.619169,0.222181022,0.173052,0.14110963,0.019911928,0.841,0.324691951,0.32463426,0.172418475,0.02972813,0.0386932,1.1486845
31060,2,1,1,1,56.864153,0.268216193,0.2499035,0.127145559,0.016165992,0.571442,0.33897239,0.3453575,0.145983055,0.021311054,0.697409,0.518406153,0.45849585,0.255674124,0.065369263,0.0878162,1.1591943
31064,1,1,1,1,45.012673,0.14140816,0.104243,0.147427678,0.021734921,0.913323,0.634640753,0.57628,0.320395052,0.102652982,1.42901,0.272982925,0.1981908,0.274433792,0.075313911,0.0194823,2.0253486
31064,2,1,1,1,64.529064,0.077837385,0.0600841,0.060032595,0.003603913,0.271847,0.288024187,0.261254,0.143670306,0.020641157,0.637114,0.147407025,0.1120258,0.104698144,0.010961702,0.0216064,0.4690666
31070,1,1,1,1,44.238388,0.18542178,0.1393265,0.151721567,0.023019435,1.08509,1.27776742,1.336425,0.627699375,0.394006521,2.75551,0.444933802,0.317853,0.390145898,0.152213812,0.0798227,2.7396642
31070,2,1,1,1,36.40796,0.177208185,0.146691,0.10698799,0.011446429,0.729388,1.69329679,1.67278,0.945477486,0.893927693,4.02792,0.404955506,0.303825,0.272943646,0.074498236,0.093354,1.633726
31131,1,1,1,1,72.158752,0.131603718,0.131741,0.063802235,0.004070725,0.402376,0.223704144,0.154357,0.173651695,0.030154912,0.664379,0.20750466,0.20918031,0.085318379,0.007279226,0.0422295,0.62308843
31131,2,1,1,1,65.529899,0.129099697,0.12959,0.055897471,0.003124527,0.28758,0.410469264,0.386879,0.230627418,0.053189006,0.967353,0.233511597,0.2300686,0.092493229,0.008554998,0.0375267,0.5535463